,Date,Open,High,Low ,Close
Mo,4/6/2018,7685.13,7753.38,7452.63,7525.77
,,0,,,
Fr,1/6/2018,7538.28,7601.34,7350.35,7437.74
Th,31/5/2018,7337.26,7598.89,7322.6,7538.28
We,30/5/2018,7501.54,7558.55,7277.2,7337.26
Tu,29/5/2018,7215.91,7526.44,7051,7501.54
Mo,28/5/2018,7284.62,7442.48,7171.76,7214.8
,,0,,,
Fr,25/5/2018,7552.45,7655.15,7329.75,7448.08
Th,24/5/2018,7590,7729,7267.39,7552.45
We,23/5/2018,8108.52,8108.67,7434.65,7590
Tu,22/5/2018,8406.89,8420.81,8086.18,8108.52
Mo,21/5/2018,8520.85,8594.22,8316.29,8406.89
,,0,,,
Fr,18/5/2018,8204.05,8275.51,7928.78,8229.58
Th,17/5/2018,8291.22,8486.21,8119.45,8204.05
We,16/5/2018,8518.75,8552.45,8102.1,8291.22
Tu,15/5/2018,8811.66,8847.02,8435.59,8518.75
Mo,14/5/2018,8632,8883.75,8287.71,8811.66
,,0,,,
Fr,11/5/2018,9093.25,9128.01,8382.01,8432.01
Th,10/5/2018,9248.19,9389.49,9051.26,9092.67
We,9/5/2018,9160.97,9364.58,8971.88,9248.19
Tu,8/5/2018,9437.62,9459.21,9045.01,9160.97
Mo,7/5/2018,9521.73,9628.75,9173.46,9437.62
,,0,,,
Fr,4/5/2018,9652.03,9795.39,9528.05,9683.54
Th,3/5/2018,9176,9730.6,9163.01,9652.04
We,2/5/2018,9015.73,9193.88,8978.92,9175.76
Tu,1/5/2018,9272.7,9281.79,8831.21,9015.73
Mo,30/4/2018,9324.43,9443.8,9117.23,9272.7
,,0,,,
Fr,27/4/2018,9118.96,9379.95,8955.01,8977.07
Th,26/4/2018,9073.19,9174.81,8657.44,9118.96
We,25/4/2018,9449.88,9755.52,8764.86,9073.19
Tu,24/4/2018,8932.2,9464.85,8910.01,9449.88
Mo,23/4/2018,8952.49,9001.23,8760.25,8932.25
,,0,,,
Fr,20/4/2018,8233.85,8558.88,8219,8524.52
Th,19/4/2018,8187.53,8297.27,8096.64,8233.85
We,18/4/2018,7914.7,8226.37,7864.09,8187.53
Tu,17/4/2018,7986.05,8160.07,7821.88,7914.7
Mo,16/4/2018,8322.38,8410.29,7905.5,7986.05
,,0,,,
Fr,13/4/2018,7730.47,8222.31,7707.11,7903.91
Th,12/4/2018,6891.03,8055.63,6763.06,7730.47
We,11/4/2018,6839.62,6965.15,6784.55,6891.03
Tu,10/4/2018,6662.14,6864.81,6657.93,6839.62
Mo,9/4/2018,6991.67,7173.52,6612.99,6662.14
,,0,,,
Fr,6/4/2018,6749,6850.54,6513.5,6604.48
Th,5/4/2018,6830.75,6922.72,6578.59,6749.55
We,4/4/2018,7401.23,7440.12,6730.28,6830.75
Tu,3/4/2018,6937.38,7510.18,6923.25,7401.4
Mo,2/4/2018,6826.23,7111.97,6757.89,6937.38
,,0,,,
Fr,30/3/2018,7097.02,7322.4,6594.03,6852.51
Th,29/3/2018,7906.96,8001.97,7098.13,7098.13
We,28/3/2018,7990.87,8101.88,7730.8,7906.96
Tu,27/3/2018,7888.84,8265.87,7745.57,7990.87
Mo,26/3/2018,8535.55,8674.67,7851.38,7888.84
,,0,,,
Fr,23/3/2018,8598.85,8766.76,8280.51,8616.25
Th,22/3/2018,8895.59,9096.28,8492.25,8598.85
We,21/3/2018,8919.55,9174,8760,8895.59
Tu,20/3/2018,8428.67,9042.26,8318.48,8920.33
Mo,19/3/2018,7489.25,8716.32,7386.97,8427.2
,,0,,,
Fr,16/3/2018,8251.71,8603.52,7911.01,8524.17
Th,15/3/2018,8304.32,8416.82,7666.35,8251.71
We,14/3/2018,9062.92,9350.32,8205.23,8304.32
Tu,13/3/2018,9017.01,9479.56,8853.19,9062.92
Mo,12/3/2018,9636.75,9889.68,8772.3,9017.65
,,0,,,
Fr,9/3/2018,9330.23,9410.58,8368.06,9004.84
Th,8/3/2018,9939.53,10114.85,9066,9330.23
We,7/3/2018,10788.8,10893.6,9416.88,9939.53
Tu,6/3/2018,11555.99,11614.23,10566.09,10790.35
Mo,5/3/2018,11118.65,11671.35,11106.99,11555.99
,,0,,,
Fr,2/3/2018,10933.75,11174.84,10778.05,11029.95
Th,1/3/2018,10538.02,11077.4,10221.62,10933.75
We,28/2/2018,10755.9,11062.88,10379.6,10538.02
Tu,27/2/2018,10375.18,10859.99,10134.51,10755.9
Mo,26/2/2018,9372.32,10452.5,9321.79,10380.3
,,0,,,
Fr,23/2/2018,9915.69,10403.63,9581.9,9920.01
Th,22/2/2018,10286.84,10928.66,9729.37,9915.69
We,21/2/2018,11704.85,11784.04,10242.51,10286.84
Tu,20/2/2018,11081.41,11747.65,11051.58,11705.72
Mo,19/2/2018,10743.13,11262.9,10306.54,11081.41
,,0,,,
Fr,16/2/2018,9868.92,10300.54,9708.66,10088.2
Th,15/2/2018,9287.96,10235.15,9246.98,9873.45
We,14/2/2018,8557.91,9371.6,8479.07,9287.96
Tu,13/2/2018,8831.25,8980.37,8378.61,8557.91
Mo,12/2/2018,8206.51,8899.76,8026,8831.25
,,0,,,
Fr,9/2/2018,8171.19,8728.73,7752.07,8552.65
Th,8/2/2018,8087.48,8629.22,7534.71,8171.19
We,7/2/2018,7764.6,8608.9,7207.51,8087.51
Tu,6/2/2018,7100.87,7939.88,5922,7764.6
Mo,5/2/2018,8460.01,8550.44,6579.25,7100.87
,,0,,,
Fr,2/2/2018,9094.47,9126.54,7614.11,8570
Th,1/2/2018,9962.31,10231.9,8449.63,9094.2
We,31/1/2018,10086.79,10359.62,9582.86,9962.31
Tu,30/1/2018,11206.99,11236.75,9773.09,10086.79
Mo,29/1/2018,11636.5,11784.9,11045.36,11206.99
,,0,,,
Fr,26/1/2018,11256.52,11623.97,10298.5,10874.79
Th,25/1/2018,11213.37,11714.72,10878.59,11256.52
We,24/1/2018,10987.91,11488.6,10482.32,11213.37
Tu,23/1/2018,10354,11376,9948,10981.04
Mo,22/1/2018,11437,11886.5,10039.82,10354
,,0,,,
Fr,19/1/2018,11605.5,12020.5,11053.88,11366.61
Th,18/1/2018,11376.69,12138.5,10699.46,11605.5
We,17/1/2018,10715.77,11792.74,9185.6,11376.69
Tu,16/1/2018,13916.82,13956.25,10310.46,10720
Mo,15/1/2018,13497.83,14317.25,13270.5,13916.82
,,0,,,
Fr,12/1/2018,13465.03,14095,12881.91,13746.58
Th,11/1/2018,14495.47,14964.75,12801.02,13462.98
We,10/1/2018,14554.07,14692.41,13442.41,14494.74
Tu,9/1/2018,14935.69,15385.86,14152.52,14554.08
Mo,8/1/2018,15890.08,16466.16,13902.68,14935.69
,,0,,,
Fr,5/1/2018,14946.35,16932.57,14819.15,16753.23
Th,4/1/2018,15061.27,15406.21,14170.89,14946.35
We,3/1/2018,14789.61,15451.07,14541.24,15055.23
Tu,2/1/2018,13618.51,15288,12984.79,14784.6
Mo,1/1/2018,13982.5,14226.39,12915.71,13624.56
,,0,,,
Fr,29/12/2017,13940.27,15092.75,13924.94,14310.94
Th,28/12/2017,15189.39,15489.48,13502.35,13939.48
We,27/12/2017,15920,16499.3,14624.92,15189.38
Tu,26/12/2017,13769.36,16132.1,13665.25,15925
Mo,25/12/2017,13082.83,14625.85,12556.1,13768.02
,,0,,,
Fr,22/12/2017,15389.2,15801.03,10775.92,14239.65
Th,21/12/2017,16210.13,17339.75,14853.5,15385.2
We,20/12/2017,16964.39,17837.56,15815.79,16210.13
Tu,19/12/2017,18674.48,19002.49,16736,16964.39
Mo,18/12/2017,19100.56,19511,18118.5,18674.48
,,0,,,
Fr,15/12/2017,16518.11,17960,16295.25,17630.12
Th,14/12/2017,16752,17122.9,16060.5,16503.72
We,13/12/2017,17248.22,17546.52,15752.97,16752
Tu,12/12/2017,17148.2,17578.45,16296.78,17248.22
Mo,11/12/2017,15426.25,17426.4,14538.4,17148.2
,,0,,,
Fr,8/12/2017,16051.08,17027.39,13881,15644
Th,7/12/2017,13363.25,16777.08,13329.62,16051.08
We,6/12/2017,11776.95,13461.18,11696.9,13346.75
Tu,5/12/2017,11500.01,11864.92,11457.59,11776.95
Mo,4/12/2017,11645.07,11845.33,10549.51,11500.01
,,0,,,
Fr,1/12/2017,9654.16,10940.39,9374.9,10899.25
Th,30/11/2017,10193.45,10787.99,9022.13,9653.92
We,29/11/2017,9933.65,11434,9009.15,10193.45
Tu,28/11/2017,9651.54,9975.22,9554.15,9944.73
Mo,27/11/2017,9288.95,9747.49,9153.05,9652.66
,,0,,,
Fr,24/11/2017,8166.19,8328.02,7872.95,8249.34
Th,23/11/2017,8203.82,8279.65,8095.55,8166.19
We,22/11/2017,8134.25,8303.01,7970.8,8203.84
Tu,21/11/2017,8245.04,8374.04,7798.73,8134.25
Mo,20/11/2017,7965,8291,7934.74,8245.04
,,0,,,
Fr,17/11/2017,7893.09,7997.17,7534.18,7701.88
Th,16/11/2017,7291.96,7894,7121.23,7892.22
We,15/11/2017,6590.9,7344.25,6542.14,7291.96
Tu,14/11/2017,6506.62,6748,6399.9,6590.9
Mo,13/11/2017,6061.9,6814.03,5605.01,6506.62
,,0,,,
Fr,10/11/2017,7120.48,7345.57,6418,6581.82
Th,9/11/2017,7258.94,7489,7060.1,7120.48
We,8/11/2017,7074.84,7882.35,7040.6,7260.63
Tu,7/11/2017,7127.36,7226.01,6929.77,7074.84
Mo,6/11/2017,7514.58,7592.22,6949.88,7127.39
,,0,,,
Fr,3/11/2017,7057.82,7449,6941.01,7228.65
Th,2/11/2017,6580,7392.96,6573.51,7057.82
We,1/11/2017,6377.45,6649.7,6364.4,6580
Tu,31/10/2017,6099.6,6416.39,6084.95,6377.45
Mo,30/10/2017,5946.71,6252.04,5946.71,6099.6
,,0,,,
Fr,27/10/2017,5842.24,5995,5689.61,5753.71
Th,26/10/2017,5679.54,5984.9,5639.91,5842.24
We,25/10/2017,5593.53,5693.16,5374.2,5679.54
Tu,24/10/2017,5911.12,5929.89,5562.7,5593.52
Mo,23/10/2017,5990,6057.4,5647.96,5911.12
,,0,,,
Fr,20/10/2017,5700.17,6063.99,5617.04,5973.19
Th,19/10/2017,5507.01,5739.32,5485.6,5700.17
We,18/10/2017,5576.57,5612,5109.2,5507.01
Tu,17/10/2017,5678.78,5785.29,5524.3,5577.3
Mo,16/10/2017,5510.7,5757.9,5477.72,5678.72
,,0,,,
Fr,13/10/2017,5317.43,5866.04,5278.02,5614.63
Th,12/10/2017,4827.44,5389.55,4790.27,5317.43
We,11/10/2017,4873.1,4874.95,4709.04,4826.84
Tu,10/10/2017,4841.19,4926.52,4739.63,4873.1
Mo,9/10/2017,4562.31,4869.99,4535.83,4841.19
,,0,,,
Fr,6/10/2017,4347.1,4415.95,4295.33,4339.4
Th,5/10/2017,4200.44,4359.85,4145.97,4347.1
We,4/10/2017,4283.49,4349.1,4183.95,4200.44
Tu,3/10/2017,4391.34,4426.4,4236.07,4283.49
Mo,2/10/2017,4299.3,4468.96,4294.04,4391.34
,,0,,,
Fr,29/9/2017,4164.5,4220.4,4017.27,4171.25
Th,28/9/2017,4154.27,4275.87,4125.8,4164.5
We,27/9/2017,3908.25,4191.53,3873.65,4154.27
Tu,26/9/2017,3941.18,3964.74,3853.9,3908.25
Mo,25/9/2017,3676.44,3960.7,3657.51,3941.31
,,0,,,
Fr,22/9/2017,3648.6,3761.87,3510.31,3615.1
Th,21/9/2017,3957,3975.25,3573,3647.5
We,20/9/2017,3907.75,4043.97,3835.54,3957
Tu,19/9/2017,4004.71,4122.05,3850.73,3905.56
Mo,18/9/2017,3766.21,4121.41,3702.87,4006.56
,,0,,,
Fr,15/9/2017,3391.25,3842,2975.02,3722.68
Th,14/9/2017,3897.95,3958.19,3244.67,3391.25
We,13/9/2017,4179.95,4208.73,3735.99,3897.95
Tu,12/9/2017,4196.26,4385.32,4079.42,4179.95
Mo,11/9/2017,4330.89,4378.75,4112.89,4192.46
,,0,,,
Fr,8/9/2017,4594.39,4692.44,4140.41,4247.55
Th,7/9/2017,4569.25,4690.12,4482.07,4575.47
We,6/9/2017,4458.44,4681.3,4414.04,4569.25
Tu,5/9/2017,4362.08,4539.93,4098.9,4458.44
Mo,4/9/2017,4547.7,4653.89,4164.8,4362.08
,,0,,,
Fr,1/9/2017,4741.38,4921.45,4700.09,4880.85
Th,31/8/2017,4574.99,4766.76,4555.87,4741.38
We,30/8/2017,4597.02,4637.47,4498.26,4574.99
Tu,29/8/2017,4339.7,4641.76,4339.58,4597.02
Mo,28/8/2017,4358.96,4375.84,4184.75,4339.74
,,0,,,
Fr,25/8/2017,4234,4453.07,4217.39,4329.03
Th,24/8/2017,4134.37,4256.54,4091.18,4234
We,23/8/2017,4073,4259.92,4019.65,4134.37
Tu,22/8/2017,3997.98,4141.79,3600,4073
Mo,21/8/2017,4124.95,4149.77,3965.46,3997.98
,,0,,,
Fr,18/8/2017,4330.12,4358.09,4019.71,4022.75
Th,17/8/2017,4350.42,4477.38,4182.98,4330.12
We,16/8/2017,4071.6,4367.5,3930.64,4350.42
Tu,15/8/2017,4262.99,4449.86,3809.07,4071.6
Mo,14/8/2017,4060,4341.6,3955.25,4262.99
,,0,,,
Fr,11/8/2017,3424.48,3588.3,3404.13,3588.05
Th,10/8/2017,3361.69,3457.21,3299.44,3424.48
We,9/8/2017,3447.35,3454.13,3237.36,3361.69
Tu,8/8/2017,3341.67,3486.73,3341.09,3447.35
Mo,7/8/2017,3268.5,3423.37,3191.91,3341.29
,,0,,,
Fr,4/8/2017,2781.45,2877.21,2763.64,2832
Th,3/8/2017,2691,2804.4,2650,2781.45
We,2/8/2017,2740.08,2757.67,2667.88,2691
Tu,1/8/2017,2886.77,2924.25,2643.06,2740.98
Mo,31/7/2017,2741.67,2891.39,2694.86,2886.71
,,0,,,
Fr,28/7/2017,2583.77,2833.39,2583.77,2755.65
Th,27/7/2017,2503.29,2596.96,2451.06,2583.77
We,26/7/2017,2468.99,2609.59,2403.41,2503.29
Tu,25/7/2017,2760,2777.98,2449.9,2468.53
Mo,24/7/2017,2780.82,2805,2720.44,2760
,,0,,,
Fr,21/7/2017,2729.84,2934.63,2615.02,2640.5
Th,20/7/2017,2255,2729.31,2244.43,2729.31
We,19/7/2017,2348.86,2395.27,2218.71,2255
Tu,18/7/2017,2174.02,2393.94,2144.97,2348.48
Mo,17/7/2017,1902.88,2182.87,1852.19,2174.02
,,0,,,
Fr,14/7/2017,2337.69,2353.55,2152.04,2159.04
Th,13/7/2017,2382.02,2417.67,2308.9,2337.69
We,12/7/2017,2328.94,2413.02,2242.82,2382.02
Tu,11/7/2017,2384.54,2408.73,2255.42,2328.94
Mo,10/7/2017,2535.92,2544.56,2360.37,2384.54
,,0,,,
Fr,7/7/2017,2597.68,2609.41,2489.18,2514.87
Th,6/7/2017,2611.09,2629.68,2580.35,2597.68
We,5/7/2017,2575.52,2622.29,2544.4,2611.09
Tu,4/7/2017,2557.75,2639.53,2544.79,2575.52
Mo,3/7/2017,2482.69,2584.63,2474.18,2557.75
,,0,,,
Fr,30/6/2017,2558.27,2566.49,2482.13,2502.5
Th,29/6/2017,2593.58,2603.49,2503.23,2558.27
We,28/6/2017,2457.46,2597.19,2427.96,2593.58
Tu,27/6/2017,2347.31,2469.98,2267.74,2457.46
Mo,26/6/2017,2517.67,2556.74,2255.44,2347.31
,,0,,,
Fr,23/6/2017,2671.67,2734.18,2664.11,2707.64
Th,22/6/2017,2659.27,2728.82,2570.12,2671.67
We,21/6/2017,2749.63,2780.5,2636.56,2659.27
Tu,20/6/2017,2573.17,2773.76,2564.27,2749.63
Mo,19/6/2017,2527.4,2590.8,2459.48,2573.17
,,0,,,
Fr,16/6/2017,2360.46,2522.39,2303.99,2484.65
Th,15/6/2017,2552.47,2557.65,2076.16,2361.33
We,14/6/2017,2702.21,2811.5,2515.97,2552.48
Tu,13/6/2017,2599.19,2785.62,2595.96,2701.54
Mo,12/6/2017,2926.03,2999.98,2446.2,2599.16
,,0,,,
Fr,9/6/2017,2749.46,2861.13,2748.54,2834.48
Th,8/6/2017,2738.88,2812.34,2611.75,2749.46
We,7/6/2017,2871.13,2882.93,2738.13,2738.88
Tu,6/6/2017,2663.5,2938.5,2631.81,2871.13
Mo,5/6/2017,2523.88,2664.22,2474.98,2663.5
,,0,,,
Fr,2/6/2017,2411.9,2448.98,2373.06,2430.83
Th,1/6/2017,2286.09,2479.34,2279.11,2410.55
We,31/5/2017,2259.69,2336.2,2133.37,2286.09
Tu,30/5/2017,2334,2356.75,2208,2249.94
Mo,29/5/2017,2213.62,2344.45,2091.62,2306.61
,,0,,,
Fr,26/5/2017,2465.55,2664.92,2052.02,2268.7
Th,25/5/2017,2435.89,2798.98,2220.32,2465.54
We,24/5/2017,2233.67,2473.42,2194.88,2435.88
Tu,23/5/2017,2150.09,2269.6,1983.44,2216.18
Mo,22/5/2017,2027.04,2298,1998.03,2149.63
,,0,,,
Fr,19/5/2017,1883.15,1961.7,1868.88,1938.04
Th,18/5/2017,1816.14,1884.43,1794.9,1883.04
We,17/5/2017,1769.41,1853.09,1746.12,1816.73
Tu,16/5/2017,1716.78,1782.08,1691.09,1769.41
Mo,15/5/2017,1775.67,1802.16,1698.53,1719.63
,,0,,,
Fr,12/5/2017,1820.85,1838.29,1651.02,1691.8
Th,11/5/2017,1776.34,1886.16,1752.25,1820.84
We,10/5/2017,1712.15,1798.71,1674.91,1776.34
Tu,9/5/2017,1657.55,1793.65,1625.56,1712.16
Mo,8/5/2017,1571.83,1677.07,1500.5,1657.55
,,0,,,
Fr,5/5/2017,1500.11,1624.99,1464.81,1529.41
Th,4/5/2017,1516.82,1652.27,1495.49,1502.29
We,3/5/2017,1439.46,1516.93,1434.04,1516.69
Tu,2/5/2017,1435.78,1492.87,1405.3,1439.45
Mo,1/5/2017,1335.51,1459.97,1330.23,1435.89
,,0,,,
Fr,28/4/2017,1347.93,1379.33,1297.54,1304.91
Th,27/4/2017,1294.3,1353.05,1290.69,1347.91
We,26/4/2017,1281.47,1319.71,1273.25,1294.3
Tu,25/4/2017,1255.91,1286.98,1252.16,1281.47
Mo,24/4/2017,1245.13,1259.27,1236.34,1255.91
,,0,,,
Fr,21/4/2017,1238.48,1257.26,1229.19,1242.73
Th,20/4/2017,1206.45,1242.53,1200.69,1240.02
We,19/4/2017,1204.67,1208.38,1191.32,1206.45
Tu,18/4/2017,1193.93,1216.2,1185.85,1204.67
Mo,17/4/2017,1181.84,1200.57,1172.69,1193.94
,,0,,,
Fr,14/4/2017,1170.05,1195.95,1164.85,1183.59
Th,13/4/2017,1216.15,1219.32,1150.57,1170.01
We,12/4/2017,1226.7,1230.85,1213.28,1216.07
Tu,11/4/2017,1203.1,1233.3,1200.54,1226.7
Mo,10/4/2017,1203.94,1218.96,1201.55,1203.1
,,0,,,
Fr,7/4/2017,1199.18,1204.41,1175.62,1199.24
Th,6/4/2017,1128.13,1199.39,1123.2,1199.17
We,5/4/2017,1138.86,1145.39,1113.84,1128.13
Tu,4/4/2017,1153.83,1167.47,1125.35,1138.86
Mo,3/4/2017,1105.65,1155.37,1099.8,1153.83
,,0,,,
Fr,31/3/2017,1035.48,1090.18,1030.36,1074.69
Th,30/3/2017,1039.32,1052.33,1023.33,1035.44
We,29/3/2017,1029.46,1058.03,1009.18,1039.32
Tu,28/3/2017,1021.99,1066.65,1016.6,1030.17
Mo,27/3/2017,978.97,1032.3,939.79,1023.73
,,0,,,
Fr,24/3/2017,1038.93,1041.13,959.45,960.74
Th,23/3/2017,1009.31,1052.8,1008.03,1038.9
We,22/3/2017,1092.56,1118.64,989.28,1009.31
Tu,21/3/2017,1023.75,1118.57,1021.67,1092.56
Mo,20/3/2017,1031.68,1057.8,1004.98,1023.8
,,0,,,
Fr,17/3/2017,1148.49,1187.43,1086.01,1096.91
Th,16/3/2017,1251.57,1268.86,1141.57,1148.5
We,15/3/2017,1253.22,1258.92,1240.88,1251.57
Tu,14/3/2017,1237.5,1260.73,1224.52,1253.21
Mo,13/3/2017,1230.67,1248.05,1197.44,1237.5
,,0,,,
Fr,10/3/2017,1199.86,1327.19,978.76,1100.56
Th,9/3/2017,1165.18,1210.86,1119.88,1199.86
We,8/3/2017,1245.83,1247.03,1155.23,1165.19
Tu,7/3/2017,1277.65,1287.75,1159.36,1245
Mo,6/3/2017,1271.38,1287.95,1263.74,1277.65
,,0,,,
Fr,3/3/2017,1257.94,1292.71,1247.52,1277.39
Th,2/3/2017,1225.32,1292.61,1212.5,1257.94
We,1/3/2017,1192.7,1229.6,1178.09,1225.32
Tu,28/2/2017,1194.28,1213.16,1180.31,1192.7
Mo,27/2/2017,1171.87,1198.02,1163.97,1194.26
,,0,,,
Fr,24/2/2017,1164.1,1218.85,1104.45,1177.28
Th,23/2/2017,1129.3,1170.37,1123.3,1164.1
We,22/2/2017,1115.67,1139.65,1105.08,1129.3
Tu,21/2/2017,1064.14,1120.07,1061.72,1115.67
Mo,20/2/2017,1056.24,1066.83,1046,1064.11
,,0,,,
Fr,17/2/2017,1037.61,1062.61,1034.04,1058.86
Th,16/2/2017,1015.03,1045.9,1013.05,1038.54
We,15/2/2017,1011.27,1017.4,1005.5,1015.44
Tu,14/2/2017,1002.4,1021.4,992.05,1011.27
Mo,13/2/2017,1002.3,1020.97,982.05,1002.4
,,0,,,
Fr,10/2/2017,977.55,1007.46,957.06,1004.03
Th,9/2/2017,1060.55,1079.07,942.32,977.4
We,8/2/2017,1052.19,1069.86,1021.45,1060.55
Tu,7/2/2017,1025.27,1056.86,1022.11,1052.19
Mo,6/2/2017,1010.17,1030.51,1004.53,1025.29
,,0,,,
Fr,3/2/2017,1010.14,1026.23,994.34,1011.66
Th,2/2/2017,980.42,1011.43,977.02,1010.14
We,1/2/2017,961.67,982.2,959.18,979.37
Tu,31/1/2017,922.77,967.32,919.86,961.69
Mo,30/1/2017,919.99,924.28,910.78,922.79
,,0,,,
Fr,27/1/2017,913.25,924.36,909.24,919.95
Th,26/1/2017,895.34,921,892.04,914.19
We,25/1/2017,898.19,903.35,883.94,895.34
Tu,24/1/2017,920.78,925.55,891.51,898.19
Mo,23/1/2017,920.4,929.18,911.76,921.64
,,0,,,
Fr,20/1/2017,907.28,907.68,884.72,898.85
Th,19/1/2017,875.76,907.93,875.21,907.31
We,18/1/2017,898.81,916.1,852.96,875.76
Tu,17/1/2017,834.02,909.86,829.78,898.92
Mo,16/1/2017,816.77,839.09,812.9,833.1
,,0,,,
Fr,13/1/2017,827.63,835.14,776.95,830.7
Th,12/1/2017,789.11,829.24,752.46,827.63
We,11/1/2017,909.81,922.94,761.86,789.11
Tu,10/1/2017,897.51,915.61,894.09,909.81
Mo,9/1/2017,906.87,920.17,881.68,897.51
,,0,,,
Fr,6/1/2017,971.28,1030.98,876.91,898.16
Th,5/1/2017,1091.66,1161.89,888.99,971.26
We,4/1/2017,1024.38,1140.64,1021.52,1091.66
Tu,3/1/2017,1012.34,1029.77,1009.61,1024.38
Mo,2/1/2017,994.46,1033.33,992.69,1012.34
,,0,,,
Fr,30/12/2016,968.09,977.08,930.07,952.01
Th,29/12/2016,967.37,986.39,950.31,968.09
We,28/12/2016,931.73,973.32,921.61,967.36
Tu,27/12/2016,898.24,939.2,895.16,931.73
Mo,26/12/2016,876.46,914.26,872.92,898.24
,,0,,,
Fr,23/12/2016,861.51,912.7,857.62,904.48
Th,22/12/2016,825.11,874.99,824.1,861.51
We,21/12/2016,792.46,829.99,790.48,825.33
Tu,20/12/2016,790.4,794.65,788.4,793.04
Mo,19/12/2016,789.36,794.96,785.54,790.38
,,0,,,
Fr,16/12/2016,776.83,784.18,773.42,780.68
Th,15/12/2016,777.97,780.13,774.8,776.71
We,14/12/2016,781.52,782.11,770.82,777.97
Tu,13/12/2016,777.64,788.96,768.16,781.51
Mo,12/12/2016,768.83,781.59,767.39,777.62
,,0,,,
Fr,9/12/2016,770.16,773.67,766.4,771.14
Th,8/12/2016,766.42,772.86,762.18,770.91
We,7/12/2016,757.36,769.64,752.39,766.42
Tu,6/12/2016,753.78,760.3,750.55,757.6
Mo,5/12/2016,765.53,768.79,745.82,753.78
,,0,,,
Fr,2/12/2016,752.42,779.99,751.68,774
Th,1/12/2016,743.26,754.84,741.34,752.42
We,30/11/2016,731.34,744.75,728.99,743.26
Tu,29/11/2016,730.32,734.8,726.07,731.34
Mo,28/11/2016,733.55,735.85,726.59,731.27
,,0,,,
Fr,25/11/2016,735.84,739.42,728.85,737.69
Th,24/11/2016,739.75,744.48,729.08,736.33
We,23/11/2016,747.89,749.8,731.81,739.75
Tu,22/11/2016,735.26,750.12,728.48,747.89
Mo,21/11/2016,725.88,740.33,714.47,737.46
,,0,,,
Fr,18/11/2016,738.35,752.23,729.21,743.26
Th,17/11/2016,739.77,754.12,734.92,738.33
We,16/11/2016,710.93,743.4,708.85,741.01
Tu,15/11/2016,706.88,716.41,703.9,710.94
Mo,14/11/2016,701.73,708.75,696.97,706.89
,,0,,,
Fr,11/11/2016,709.84,719.07,709.04,714.94
Th,10/11/2016,716.78,723.49,707.47,709.83
We,9/11/2016,711.49,742.96,707.11,717.23
Tu,8/11/2016,707.23,715.42,701.36,711.51
Mo,7/11/2016,709.63,717.04,700.69,706.9
,,0,,,
Fr,4/11/2016,695.18,708.75,675.86,698.86
Th,3/11/2016,729.7,748.98,677.12,695.18
We,2/11/2016,727.99,734.02,720.5,730.21
Tu,1/11/2016,702.21,737.49,696.28,727.97
Mo,31/10/2016,704.8,709.36,681.21,702.17
,,0,,,
Fr,28/10/2016,681.14,690.38,678.48,688.36
Th,27/10/2016,669.7,690.18,667.37,681.14
We,26/10/2016,654.78,677.65,648,669.58
Tu,25/10/2016,648.09,658.41,647.47,654.08
Mo,24/10/2016,653.85,655.5,642.98,648.56
,,0,,,
Fr,21/10/2016,627.98,634.19,627.1,630.53
Th,20/10/2016,628.65,631.5,625.96,628.83
We,19/10/2016,632.76,638.19,625.62,628.47
Tu,18/10/2016,637.1,640.43,632.35,632.76
Mo,17/10/2016,640.83,643.71,634.13,637.1
,,0,,,
Fr,14/10/2016,635.03,641.59,629.63,638.58
Th,13/10/2016,634.1,639.71,632.99,635.24
We,12/10/2016,637.75,644.87,632.71,634.14
Tu,11/10/2016,616.89,641.04,614.29,637.72
Mo,10/10/2016,616.93,619.56,611.98,616.89
,,0,,,
Fr,7/10/2016,611.75,619.91,609.82,617.94
Th,6/10/2016,612.79,614.48,607.73,611.75
We,5/10/2016,609.25,615.67,608.01,612.79
Tu,4/10/2016,612.58,613.1,606.66,609.22
Mo,3/10/2016,609.42,615.18,607.44,612.58
,,0,,,
Fr,30/9/2016,606.52,606.89,604.06,605.99
Th,29/9/2016,604.44,607.88,602.84,606.52
We,28/9/2016,602.95,606.12,602.05,604.39
Tu,27/9/2016,606.38,608.19,601.14,602.9
Mo,26/9/2016,598.91,607.78,597.28,606.34
,,0,,,
Fr,23/9/2016,596.4,603.2,594.19,602
Th,22/9/2016,595.31,598.59,595.03,596.61
We,21/9/2016,608.37,609.91,593.06,595.31
Tu,20/9/2016,609.27,611.36,606.65,608.39
Mo,19/9/2016,607.9,640.84,606.89,609.32
,,0,,,
Fr,16/9/2016,605.91,612.26,604.66,606.86
Th,15/9/2016,610.05,613.04,604.41,606.82
We,14/9/2016,608.96,614.61,605.76,609.85
Tu,13/9/2016,606.75,612.12,604.64,608.67
Mo,12/9/2016,627.61,630.87,596.49,606.92
,,0,,,
Fr,9/9/2016,625.7,629.04,616.65,620.83
Th,8/9/2016,614.55,632.12,612.97,625.7
We,7/9/2016,610.8,616.84,606.3,614.55
Tu,6/9/2016,607.88,612.01,601.35,611.14
Mo,5/9/2016,609.25,615.11,598.39,607.88
,,0,,,
Fr,2/9/2016,571.89,576.86,568.28,574.23
Th,1/9/2016,572.41,574.15,568.11,571.9
